id,version,address,bathroom,bedroom,city,finished_sq_ft,last_sold_date,last_sold_price,latitude,longitude,lot_size_sq_ft,state,tax_assesment,tax_assesment_year,total_room,use_code,year_built,zest_amt,zest_high,zest_low,zest_percentile,zest_value_change,zipcode,zpid
123,0,"461 24th St",16,0,Oakland,3955,12/31/2013,1250000,37.813424,-122.267082,3955,CA,1070267,2013,32,MultiFamily2To4,1961,1234944,1407836,1074401,0,4661,94612,82850266
124,0,"5410 Broadway",30,30,Oakland,10000,0,0,37.839307,-122.24896,10000,CA,637542,2013,90,MultiFamily2To4,1962,1782599,2032163,1515209,0,-9648,94618,111398280
125,0,"5390 Broadway",24,27,Oakland,10000,0,0,37.838914,-122.249206,10000,CA,461925,2013,0,MultiFamily2To4,1959,1781401,2084239,1496377,0,-7803,94618,82846177
126,0,"4614 Rockingham Ct",5,7,OAKLAND,31442,09/10/2001,750000,37.785786,-122.164348,31442,CA,2500000,2013,15,SingleFamily,2005,3082652,3514223,2620254,0,15392,94619,24787260
127,0,"8039 Greenridge Dr",4,8,Oakland,9090,11/02/1998,295000,37.773286,-122.15332,9090,CA,375551,2013,16,Quadruplex,1962,788381,922406,630705,0,5991,94605,24794895
128,0,"8025 Greenridge Dr",6,8,Oakland,30000,0,0,37.773506,-122.154058,30000,CA,436022,2013,20,MultiFamily2To4,1967,1317520,1699601,1027666,0,-73801,94605,82833865
129,0,"8061 Greenridge Dr",1,2,Oakland,9000,03/16/2007,775000,37.772993,-122.152575,9000,CA,580000,2013,16,Quadruplex,1961,362164,467192,271623,0,8381,94605,24794899
130,0,"6101 Shelter Creek Ln",1,1,"San Bruno",675,08/03/1990,17500,37.63035,-122.42866,675,CA,170235,2013,3,Condominium,1972,269587,288458,248020,0,1767,94066,15624226
131,0,"4250 Shelter Creek Ln",1,99,"San Bruno",1679615,03/01/2001,163000,37.63035,-122.42866,1679615,CA,150000,2013,0,Condominium,1972,227069,245235,213445,0,-2113,94066,15624002
132,0,"2255 Shelter Creek Ln",1,1,"San Bruno",1679615,12/12/1991,118000,37.63035,-122.42866,1679615,CA,168693,2013,3,Condominium,1972,266922,293614,218876,0,1012,94066,15623684
133,0,"6401 Ashley St",3,3,Felton,9147,11/17/2006,665000,37.053742,-122.077047,9147,CA,379050,2012,9,SingleFamily,1976,629762,673845,585679,0,-2253,95018,16150067
134,0,"6390 Highway 9 APT 1",6,7,Felton,21344,0,0,37.05421,-122.073341,21344,CA,0,0,0,SingleFamily,1952,716033,801957,622949,0,-14771,95018,2122279442
135,0,"824 Western Dr",3.5,5,"Santa Cruz",2744,04/10/1998,436000,36.971671,-122.058001,2744,CA,564378,2012,10,SingleFamily,1998,902727,1011054,803427,0,-9164,95060,16102617
136,0,"1550 Lewis St APT C",1,2,"Santa Clara",0,0,0,37.350997,-121.952903,0,CA,0,0,0,MultiFamily2To4,0,486865,642662,360280,0,0,95050,2108653949
137,0,"1355 Jefferson St",0,0,"Santa Clara",8360,0,0,37.351058,-121.95196,8360,CA,148401,2012,0,MultiFamily2To4,1957,1418547,1617144,1248321,0,25846,95050,82960463
138,0,"150 Torrey Pine Ter",2,2,"Santa Cruz",697,06/18/1998,157000,36.972524,-122.049728,697,CA,199588,2012,6,Condominium,1979,373678,392362,347521,0,-2830,95060,16102143
139,0,"100 Acorn Ct",2,2,"Scotts Valley",0,0,0,37.047504,-122.021171,0,CA,0,0,0,Apartment,0,0,0,0,0,0,95066,2116993683
140,0,"144 La Cuesta Dr",2,3,"Scotts Valley",8886,02/10/2000,350000,37.03759,-122.023636,8886,CA,395500,2012,6,SingleFamily,1961,572503,624028,532428,0,-3408,95066,16151157
141,0,"37315 Sequoia Rd",2,2,Fremont,0,10/19/2007,367500,37.563284,-122.002348,0,CA,170000,2013,4,MultiFamily2To4,1985,409055,499047,343606,0,15625,94536,79533592
142,0,"37359 Sequoia Rd",1,2,Fremont,0,04/06/2006,380000,37.563184,-122.002319,0,CA,165000,2013,4,Condominium,1986,276631,304294,251734,0,22027,94536,79541747
143,0,"3346 Red Cedar Ter",1,0,Fremont,0,07/27/2006,239000,37.561981,-122.003387,0,CA,80000,2013,2,Condominium,1986,181263,219328,146823,0,3486,94536,79534007
144,0,"42010 Blacow Rd",96,64,Fremont,131096,0,0,37.524375,-121.959491,131096,CA,9728851,2013,0,MultiFamily2To4,1968,9694416,10373025,8046365,0,22646,94538,82847349
145,0,"187 Old Bernal Ave",0,0,Pleasanton,10459,0,0,37.658862,-121.878403,10459,CA,116670,2013,0,MultiFamily2To4,1951,1063156,1467155,818630,0,22819,94566,82848293
146,0,"4388 2nd St",6,6,Pleasanton,11250,0,0,37.660015,-121.871522,11250,CA,134916,2013,0,MultiFamily2To4,1947,1254098,1354426,1103606,0,10897,94566,82844738
147,0,"435 Bernal Ct",4,4,Pleasanton,8900,12/23/1999,252000,37.658842,-121.881349,8900,CA,314523,2013,12,Quadruplex,1946,941141,1025844,865850,0,-1350,94566,24931625
148,0,"7318 Joshua Cir",3,3,Pleasanton,4500,0,0,37.673628,-121.912962,4500,CA,283517,2013,5,SingleFamily,1986,642127,693497,603599,0,-525,94588,25066536
149,0,"828 Debra St",1.5,4,Livermore,6200,0,0,37.688259,-121.729173,6200,CA,122891,2013,7,SingleFamily,1972,530682,583750,482921,0,-4948,94550,24950520
150,0,"4601 Gerrilyn Way",2,2,Livermore,0,0,0,37.68107,-121.73779,0,CA,0,0,0,Apartment,0,0,0,0,0,0,94550,2124159072
151,0,"324 Commercial Ave",7,7,"South San Francisco",7000,03/13/1998,730000,37.653698,-122.411544,7000,CA,946569,2013,21,MultiFamily2To4,1978,1459061,1721692,1269383,0,-24525,94080,82948955
152,0,"323 California Ave",7,11,"South San Francisco",7000,0,0,37.658014,-122.410216,7000,CA,229922,2013,25,MultiFamily2To4,1963,1469048,1704096,1204619,0,-7431,94080,82955841
153,0,"619 Linden Ave # 1",7,14,"South San Francisco",7500,05/21/1999,687500,37.658813,-122.409225,7500,CA,875244,2013,28,MultiFamily2To4,1963,1528917,1911146,1192555,0,7216,94080,82952157
154,0,"2000 Bellas Artes Cir",1,1,"San Ramon",0,0,0,37.7665,-121.9232,0,CA,0,0,0,Apartment,2008,0,0,0,0,0,94582,2122897494
155,0,"514 Joree Ln",3,3,"San Ramon",0,10/22/2004,625000,37.766395,-121.908326,0,CA,483500,2013,7,MultiFamily2To4,2004,686710,741647,638640,0,47815,94582,67698874
156,0,"610 Joree Ln",2,2,"San Ramon",0,03/10/2008,485000,37.766591,-121.908176,0,CA,358000,2013,6,MultiFamily2To4,2004,624321,680510,574375,0,8824,94582,67705922
157,0,"1 Amberstone Ln",0,0,"San Ramon",0,0,0,37.764823,-121.905731,0,CA,0,0,0,Unknown,0,0,0,0,0,0,94582,2123503071
